ID,Tipo,SKU,Nombre,"¿En inventario?",Inventario
14616,simple,8703004##,"Pistolera interna de Gamuza con Fleje",0,0
14620,variable,8708100##,"Mochila Táctica Patrulla 30 litros",0,
14621,variation,8708100#04#,"Mochila Táctica Patrulla 30 litros - 04. Woodland",0,0
14627,variation,8708100#06#,"Mochila Táctica Patrulla 30 litros - 06. Verde",0,0
14633,variation,8708100#09#,"Mochila Táctica Patrulla 30 litros - 09. Negro",0,0
14638,variation,8708100#21#,"Mochila Táctica Patrulla 30 litros - 21. Selva Negra",0,0
14642,simple,8703703##,"Funda de Cuero con Fleje",0,0
14646,simple,8703601##,"Funda Interna de Poliamida con Fleje",0,0
14650,simple,5101013##,"Capa para Lluvia",0,0
14661,variable,5101190##,"Campera Neo SoftShell Azul",0,
14662,variation,5101190##XXS,"Campera Neo SoftShell Azul - XXS",0,0
14667,variation,5101190##XS,"Campera Neo SoftShell Azul - XS",0,0
14668,variation,5101190##S,"Campera Neo SoftShell Azul - S",0,0
14669,variation,5101190##M,"Campera Neo SoftShell Azul - M",0,0
14670,variation,5101190##L,"Campera Neo SoftShell Azul - L",0,0
14671,variation,5101190##XL,"Campera Neo SoftShell Azul - XL",0,0
14672,variation,5101190##XXL,"Campera Neo SoftShell Azul - XXL",0,0
14673,simple,8703504##,"Pistolera Termo Formada Táctica Regulable T504",0,0
14680,variable,8703036##,"Pistolera de Cuero Panquequera Corta",0,
14681,variation,8703036##BER,"Pistolera de Cuero Panquequera Corta - BER",0,0
14687,variation,8703036##BRO,"Pistolera de Cuero Panquequera Corta - BRO",0,0
14688,variation,8703036##TAU,"Pistolera de Cuero Panquequera Corta - TAU",0,0
14689,variable,2601003##,"Tricota polar Negra",1,
14690,variation,2601003##XXS,"Tricota polar Negra - XXS",0,0
14699,variation,2601003##XS,"Tricota polar Negra - XS",0,0
14700,variation,2601003##S,"Tricota polar Negra - S",0,0
14701,variation,2601003##M,"Tricota polar Negra - M",1,33
14702,variation,2601003##L,"Tricota polar Negra - L",0,0
14703,variation,2601003##XL,"Tricota polar Negra - XL",0,0
14704,variation,2601003##XXL,"Tricota polar Negra - XXL",0,0
14705,variation,2601003##3XL,"Tricota polar Negra - 3XL",0,0
14706,variation,2601003##4XL,"Tricota polar Negra - 4XL",0,0
14707,variation,2601003##5XL,"Tricota polar Negra - 5XL",0,0
14708,variation,2601003##3XS,"Tricota polar Negra - 3XS",0,0
14709,variable,2301048##,"Tricota con Cuello Polera Forrada Negra",0,
14710,variation,2301048##XXS,"Tricota con Cuello Polera Forrada Negra - XXS",0,0
14714,variation,2301048##XS,"Tricota con Cuello Polera Forrada Negra - XS",0,0
14715,variation,2301048##S,"Tricota con Cuello Polera Forrada Negra - S",0,0
14716,variation,2301048##M,"Tricota con Cuello Polera Forrada Negra - M",0,0
14717,variation,2301048##L,"Tricota con Cuello Polera Forrada Negra - L",0,0
14718,variation,2301048##XL,"Tricota con Cuello Polera Forrada Negra - XL",0,0
14719,variation,2301048##XXL,"Tricota con Cuello Polera Forrada Negra - XXL",0,0
14720,variation,2301048##3XL,"Tricota con Cuello Polera Forrada Negra - 3XL",0,0
14721,variation,2301048##4XL,"Tricota con Cuello Polera Forrada Negra - 4XL",0,0
14722,variation,2301048##5XL,"Tricota con Cuello Polera Forrada Negra - 5XL",0,0
14723,variation,2301048##3XS,"Tricota con Cuello Polera Forrada Negra - 3XS",0,0
14724,variable,2301900##,"Tricota con Cuello Redondo Forrada Negra",0,
14725,variation,2301900##XXS,"Tricota con Cuello Redondo Forrada Negra - XXS",0,0
14728,variation,2301900##XS,"Tricota con Cuello Redondo Forrada Negra - XS",0,0
14729,variation,2301900##S,"Tricota con Cuello Redondo Forrada Negra - S",0,0
14730,variation,2301900##M,"Tricota con Cuello Redondo Forrada Negra - M",0,0
14731,variation,2301900##L,"Tricota con Cuello Redondo Forrada Negra - L",0,0
14732,variation,2301900##XL,"Tricota con Cuello Redondo Forrada Negra - XL",0,0
14733,variation,2301900##XXL,"Tricota con Cuello Redondo Forrada Negra - XXL",0,0
14734,variation,2301900##3XL,"Tricota con Cuello Redondo Forrada Negra - 3XL",0,0
14735,variation,2301900##4XL,"Tricota con Cuello Redondo Forrada Negra - 4XL",0,0
14736,variation,2301900##5XL,"Tricota con Cuello Redondo Forrada Negra - 5XL",0,0
14737,variation,2301900##3XS,"Tricota con Cuello Redondo Forrada Negra - 3XS",0,0
14738,variable,2301046##,"Tricota Escote en V Negra",0,
14739,variation,2301046##XXS,"Tricota Escote en V Negra - XXS",0,0
14740,variation,2301046##XS,"Tricota Escote en V Negra - XS",0,0
14741,variation,2301046##S,"Tricota Escote en V Negra - S",0,0
14742,variation,2301046##M,"Tricota Escote en V Negra - M",0,0
14743,variation,2301046##L,"Tricota Escote en V Negra - L",0,0
14744,variation,2301046##XL,"Tricota Escote en V Negra - XL",0,0
14745,variation,2301046##XXL,"Tricota Escote en V Negra - XXL",0,0
14746,variation,2301046##3XL,"Tricota Escote en V Negra - 3XL",0,0
14747,variation,2301046##4XL,"Tricota Escote en V Negra - 4XL",0,0
14748,variable,1120450##,"Breeches Montada Caballería Negro T:34-48",0,
14749,variation,1120450##36,"Breeches Montada Caballería Negro T:34-48 - 36",0,0
14755,variation,1120450##38,"Breeches Montada Caballería Negro T:34-48 - 38",0,0
14756,variation,1120450##40,"Breeches Montada Caballería Negro T:34-48 - 40",0,0
14757,variation,1120450##42,"Breeches Montada Caballería Negro T:34-48 - 42",0,0
14758,variation,1120450##44,"Breeches Montada Caballería Negro T:34-48 - 44",0,0
14759,variation,1120450##46,"Breeches Montada Caballería Negro T:34-48 - 46",0,0
14760,variation,1120450##48,"Breeches Montada Caballería Negro T:34-48 - 48",0,0
14761,variable,1120280##,"Pantalón de Vestir Negro T:34-48",0,
14762,variation,1120280##34,"Pantalón de Vestir Negro T:34-48 - 34",0,0
14766,variation,1120280##36,"Pantalón de Vestir Negro T:34-48 - 36",0,0
14767,variation,1120280##38,"Pantalón de Vestir Negro T:34-48 - 38",0,0
14768,variation,1120280##40,"Pantalón de Vestir Negro T:34-48 - 40",0,0
14769,variation,1120280##42,"Pantalón de Vestir Negro T:34-48 - 42",0,0
14770,variation,1120280##44,"Pantalón de Vestir Negro T:34-48 - 44",0,0
14771,variation,1120280##46,"Pantalón de Vestir Negro T:34-48 - 46",0,0
14772,variation,1120280##48,"Pantalón de Vestir Negro T:34-48 - 48",0,0
14773,variable,5101011##,"Campera Corta Cuello desmontable Negra",0,
14774,variation,5101011##L,"Campera Corta Cuello desmontable Negra - L",0,0
14780,variation,5101011##XXS,"Campera Corta Cuello desmontable Negra - XXS",0,0
14785,variation,5101011##XS,"Campera Corta Cuello desmontable Negra - XS",0,0
14786,variation,5101011##XL,"Campera Corta Cuello desmontable Negra - XL",0,0
14792,variation,5101011##XXL,"Campera Corta Cuello desmontable Negra - XXL",0,0
14793,variation,5101011##S,"Campera Corta Cuello desmontable Negra - S",0,0
14798,variation,5101011##M,"Campera Corta Cuello desmontable Negra - M",0,0
14799,variation,5101011##3XL,"Campera Corta Cuello desmontable Negra - 3XL",0,0
14803,variation,5101011##4XL,"Campera Corta Cuello desmontable Negra - 4XL",0,0
14804,variation,5101011##5XL,"Campera Corta Cuello desmontable Negra - 5XL",0,0
14805,variation,5101011##3XS,"Campera Corta Cuello desmontable Negra - 3XS",0,0
14806,variable,5101999##,"Campera Palmaj Azul T:XXS-XXL",0,
14807,variation,5101999##XS,"Campera Palmaj Azul T:XXS-XXL - XS",0,0
14812,variation,5101999##S,"Campera Palmaj Azul T:XXS-XXL - S",0,0
14813,variation,5101999##M,"Campera Palmaj Azul T:XXS-XXL - M",0,0
14814,variation,5101999##L,"Campera Palmaj Azul T:XXS-XXL - L",0,0
14815,variation,5101999##XL,"Campera Palmaj Azul T:XXS-XXL - XL",0,0
14816,variation,5101999##XXL,"Campera Palmaj Azul T:XXS-XXL - XXL",0,0
14824,variation,5101999##3XS,"Campera Palmaj Azul T:XXS-XXL - 3XS",0,0
14825,variation,5101999##XXS,"Campera Palmaj Azul T:XXS-XXL - XXS",0,0
14831,variable,5101171##,"Campera Polar Americana Negra",0,
14832,variation,5101171##XXS,"Campera Polar Americana Negra - XXS",0,0
14834,variation,5101171##XS,"Campera Polar Americana Negra - XS",0,0
14835,variation,5101171##S,"Campera Polar Americana Negra - S",0,0
14836,variation,5101171##M,"Campera Polar Americana Negra - M",0,0
14837,variation,5101171##L,"Campera Polar Americana Negra - L",0,0
14840,variation,5101171##XL,"Campera Polar Americana Negra - XL",0,0
14841,variation,5101171##XXL,"Campera Polar Americana Negra - XXL",0,0
14842,variation,5101171##3XL,"Campera Polar Americana Negra - 3XL",0,0
14843,variable,5101556##,"Camperón Térmico Negro",0,
14844,variation,5101556##M,"Camperón Térmico Negro - M",0,0
14861,variation,5101556##L,"Camperón Térmico Negro - L",0,0
14862,variation,5101556##XL,"Camperón Térmico Negro - XL",0,0
14863,variable,5101900##,"Campera rompeviento Negra T:2XS-2XL",1,
14864,variation,5101900##3XS,"Campera rompeviento Negra T:2XS-2XL - 3XS",0,0
14869,variation,5101900##XXS,"Campera rompeviento Negra T:2XS-2XL - XXS",1,20
14870,variation,5101900##XS,"Campera rompeviento Negra T:2XS-2XL - XS",1,10
14871,variation,5101900##S,"Campera rompeviento Negra T:2XS-2XL - S",1,16
14872,variation,5101900##M,"Campera rompeviento Negra T:2XS-2XL - M",0,1
14873,variation,5101900##L,"Campera rompeviento Negra T:2XS-2XL - L",1,9
14874,variation,5101900##XL,"Campera rompeviento Negra T:2XS-2XL - XL",1,8
14875,variation,5101900##XXL,"Campera rompeviento Negra T:2XS-2XL - XXL",0,0
14876,variable,1130254##,"Mameluco Térmico Negro T:XXS-XL",1,
14877,variation,1130254##XXS,"Mameluco Térmico Negro T:XXS-XL - XXS",0,0
14893,variation,1130254##XS,"Mameluco Térmico Negro T:XXS-XL - XS",1,7
14894,variation,1130254##S,"Mameluco Térmico Negro T:XXS-XL - S",1,7
14895,variation,1130254##M,"Mameluco Térmico Negro T:XXS-XL - M",1,19
14896,variation,1130254##L,"Mameluco Térmico Negro T:XXS-XL - L",1,8
14897,variation,1130254##XL,"Mameluco Térmico Negro T:XXS-XL - XL",1,4
14898,variable,1130495##,"Overall Multibolsillo de Rip Stop Azul Noche",1,
14899,variation,1130495##XS,"Overall Multibolsillo de Rip Stop Azul Noche - XS",1,18
14904,variation,1130495##S,"Overall Multibolsillo de Rip Stop Azul Noche - S",0,0
14905,variation,1130495##M,"Overall Multibolsillo de Rip Stop Azul Noche - M",0,0
14906,variation,1130495##L,"Overall Multibolsillo de Rip Stop Azul Noche - L",0,0
14907,variation,1130495##XL,"Overall Multibolsillo de Rip Stop Azul Noche - XL",0,0
14908,variation,1130495##XXL,"Overall Multibolsillo de Rip Stop Azul Noche - XXL",0,0
14909,variable,8205020##,"Botín de seguridad Prusiano Negro",1,
14910,variation,8205020##40,"Botín de seguridad Prusiano Negro - 40",0,0
14915,variation,8205020##41,"Botín de seguridad Prusiano Negro - 41",1,3
14916,variation,8205020##42,"Botín de seguridad Prusiano Negro - 42",0,0
14917,variation,8205020##43,"Botín de seguridad Prusiano Negro - 43",0,0
14918,variation,8205020##44,"Botín de seguridad Prusiano Negro - 44",0,1
14919,variation,8205020##45,"Botín de seguridad Prusiano Negro - 45",0,0
14920,variation,8205020##46,"Botín de seguridad Prusiano Negro - 46",0,0
14921,variable,5101500##,"Garibaldina Rip Jazak Azul T:2XS-2XL",0,
14922,variation,5101500##XXS,"Garibaldina Rip Jazak Azul T:2XS-2XL - XXS",0,0
14928,variation,5101500##XS,"Garibaldina Rip Jazak Azul T:2XS-2XL - XS",0,0
14929,variation,5101500##S,"Garibaldina Rip Jazak Azul T:2XS-2XL - S",0,0
14930,variation,5101500##M,"Garibaldina Rip Jazak Azul T:2XS-2XL - M",0,0
14931,variation,5101500##L,"Garibaldina Rip Jazak Azul T:2XS-2XL - L",0,0
14932,variation,5101500##XL,"Garibaldina Rip Jazak Azul T:2XS-2XL - XL",0,0
14933,variation,5101500##XXL,"Garibaldina Rip Jazak Azul T:2XS-2XL - XXL",0,0
14934,variable,5101033##,"Garibaldina Rip Jazak Infantería T:2XS-2XL",1,
14935,variation,5101033##XXS,"Garibaldina Rip Jazak Infantería T:2XS-2XL - XXS",1,10
14940,variation,5101033##XS,"Garibaldina Rip Jazak Infantería T:2XS-2XL - XS",1,5
14941,variation,5101033##S,"Garibaldina Rip Jazak Infantería T:2XS-2XL - S",1,22
14942,variation,5101033##M,"Garibaldina Rip Jazak Infantería T:2XS-2XL - M",1,3
14943,variation,5101033##L,"Garibaldina Rip Jazak Infantería T:2XS-2XL - L",0,0
14944,variation,5101033##XL,"Garibaldina Rip Jazak Infantería T:2XS-2XL - XL",0,0
14945,variation,5101033##XXL,"Garibaldina Rip Jazak Infantería T:2XS-2XL - XXL",1,5
14946,variable,5101204##,"Garibaldina Multicam UCA T:2XS-2XL",0,
14947,variation,5101204##XL,"Garibaldina Multicam UCA T:2XS-2XL - XL",0,2
14952,variation,5101204##XXL,"Garibaldina Multicam UCA T:2XS-2XL - XXL",0,2
14953,variation,5101204##L,"Garibaldina Multicam UCA T:2XS-2XL - L",0,0
14958,variation,5101204##XXS,"Garibaldina Multicam UCA T:2XS-2XL - XXS",0,0
14963,variation,5101204##XS,"Garibaldina Multicam UCA T:2XS-2XL - XS",0,0
14964,variation,5101204##S,"Garibaldina Multicam UCA T:2XS-2XL - S",0,1
14965,variation,5101204##M,"Garibaldina Multicam UCA T:2XS-2XL - M",0,2
14966,variable,5101852##,"Garibaldina Rip Mao Azul T:2XS-2XL",1,
14967,variation,5101852##XXS,"Garibaldina Rip Mao Azul T:2XS-2XL - XXS",1,11
14968,variation,5101852##L,"Garibaldina Rip Mao Azul T:2XS-2XL - L",1,32
14972,variation,5101852##XL,"Garibaldina Rip Mao Azul T:2XS-2XL - XL",1,76
14973,variation,5101852##XXL,"Garibaldina Rip Mao Azul T:2XS-2XL - XXL",1,57
14974,variation,5101852##XS,"Garibaldina Rip Mao Azul T:2XS-2XL - XS",1,34
14978,variation,5101852##S,"Garibaldina Rip Mao Azul T:2XS-2XL - S",1,36
14979,variation,5101852##M,"Garibaldina Rip Mao Azul T:2XS-2XL - M",1,9
14980,variation,5101852##3XS,"Garibaldina Rip Mao Azul T:2XS-2XL - 3XS",0,0
14989,variable,5101873##,"Garibaldina Rip Mao Digital Gris T:2XS-2XL",1,
14990,variation,5101873##S,"Garibaldina Rip Mao Digital Gris T:2XS-2XL - S",1,16
14997,variation,5101873##M,"Garibaldina Rip Mao Digital Gris T:2XS-2XL - M",1,20
14998,variation,5101873##L,"Garibaldina Rip Mao Digital Gris T:2XS-2XL - L",1,3
14999,variation,5101873##XL,"Garibaldina Rip Mao Digital Gris T:2XS-2XL - XL",1,5
15000,variation,5101873##XXL,"Garibaldina Rip Mao Digital Gris T:2XS-2XL - XXL",1,9
15001,variation,5101873##XXS,"Garibaldina Rip Mao Digital Gris T:2XS-2XL - XXS",0,0
15002,variation,5101873##XS,"Garibaldina Rip Mao Digital Gris T:2XS-2XL - XS",1,4
15003,variable,1120858##,"Bombacha Americana Rip Negra T:34-48",1,
15004,variation,1120858##34,"Bombacha Americana Rip Negra T:34-48 - 34",0,0
15010,variation,1120858##36,"Bombacha Americana Rip Negra T:34-48 - 36",1,8
15011,variation,1120858##38,"Bombacha Americana Rip Negra T:34-48 - 38",1,51
15012,variation,1120858##40,"Bombacha Americana Rip Negra T:34-48 - 40",1,54
15013,variation,1120858##42,"Bombacha Americana Rip Negra T:34-48 - 42",1,62
15014,variation,1120858##44,"Bombacha Americana Rip Negra T:34-48 - 44",1,42
15015,variation,1120858##46,"Bombacha Americana Rip Negra T:34-48 - 46",1,24
15016,variation,1120858##48,"Bombacha Americana Rip Negra T:34-48 - 48",0,0
15017,variable,1120640##,"Bombacha Americana Rip Digital Gris T:34-48",1,
15018,variation,1120640##34,"Bombacha Americana Rip Digital Gris T:34-48 - 34",0,0
15023,variation,1120640##36,"Bombacha Americana Rip Digital Gris T:34-48 - 36",0,0
15024,variation,1120640##38,"Bombacha Americana Rip Digital Gris T:34-48 - 38",0,0
15025,variation,1120640##40,"Bombacha Americana Rip Digital Gris T:34-48 - 40",0,1
15026,variation,1120640##42,"Bombacha Americana Rip Digital Gris T:34-48 - 42",0,1
15027,variation,1120640##44,"Bombacha Americana Rip Digital Gris T:34-48 - 44",0,1
15028,variation,1120640##46,"Bombacha Americana Rip Digital Gris T:34-48 - 46",1,5
15029,variation,1120640##48,"Bombacha Americana Rip Digital Gris T:34-48 - 48",1,4
15030,variable,1120170##,"Bombacha Clásica Gabardina Negra T:34-48",1,
15031,variation,1120170##34,"Bombacha Clásica Gabardina Negra T:34-48 - 34",1,4
15037,variation,1120170##36,"Bombacha Clásica Gabardina Negra T:34-48 - 36",0,1
15038,variation,1120170##38,"Bombacha Clásica Gabardina Negra T:34-48 - 38",1,9
15039,variation,1120170##40,"Bombacha Clásica Gabardina Negra T:34-48 - 40",1,14
15040,variation,1120170##42,"Bombacha Clásica Gabardina Negra T:34-48 - 42",0,0
15041,variation,1120170##44,"Bombacha Clásica Gabardina Negra T:34-48 - 44",0,0
15042,variation,1120170##46,"Bombacha Clásica Gabardina Negra T:34-48 - 46",0,0
15043,variation,1120170##48,"Bombacha Clásica Gabardina Negra T:34-48 - 48",1,24
15044,variable,1120263##,"Bombacha Hagana Multicam T:34-48",0,
15045,variation,1120263##34,"Bombacha Hagana Multicam T:34-48 - 34",0,0
15051,variation,1120263##36,"Bombacha Hagana Multicam T:34-48 - 36",0,0
15052,variation,1120263##38,"Bombacha Hagana Multicam T:34-48 - 38",0,0
15053,variation,1120263##40,"Bombacha Hagana Multicam T:34-48 - 40",0,0
15054,variation,1120263##42,"Bombacha Hagana Multicam T:34-48 - 42",0,1
15055,variation,1120263##44,"Bombacha Hagana Multicam T:34-48 - 44",0,0
15056,variation,1120263##46,"Bombacha Hagana Multicam T:34-48 - 46",0,0
15057,variation,1120263##48,"Bombacha Hagana Multicam T:34-48 - 48",0,0
15058,variable,1120750##,"Bombacha Clásica Rip Stop Gris T:34-48",1,
15059,variation,1120750##36,"Bombacha Clásica Rip Stop Gris T:34-48 - 36",0,1
15064,variation,1120750##38,"Bombacha Clásica Rip Stop Gris T:34-48 - 38",1,10
15065,variation,1120750##40,"Bombacha Clásica Rip Stop Gris T:34-48 - 40",1,7
15066,variation,1120750##42,"Bombacha Clásica Rip Stop Gris T:34-48 - 42",1,12
15067,variation,1120750##44,"Bombacha Clásica Rip Stop Gris T:34-48 - 44",1,10
15068,variation,1120750##46,"Bombacha Clásica Rip Stop Gris T:34-48 - 46",1,14
15069,variation,1120750##48,"Bombacha Clásica Rip Stop Gris T:34-48 - 48",1,14
15070,variable,1120875##,"Bombacha Clásica Rip Infantería T:34-48",1,
15071,variation,1120875##34,"Bombacha Clásica Rip Infantería T:34-48 - 34",0,0
15076,variation,1120875##36,"Bombacha Clásica Rip Infantería T:34-48 - 36",0,0
15077,variation,1120875##38,"Bombacha Clásica Rip Infantería T:34-48 - 38",1,6
15078,variation,1120875##40,"Bombacha Clásica Rip Infantería T:34-48 - 40",1,27
15079,variation,1120875##42,"Bombacha Clásica Rip Infantería T:34-48 - 42",1,27
15080,variation,1120875##44,"Bombacha Clásica Rip Infantería T:34-48 - 44",1,24
15081,variation,1120875##46,"Bombacha Clásica Rip Infantería T:34-48 - 46",1,9
15082,variation,1120875##48,"Bombacha Clásica Rip Infantería T:34-48 - 48",1,10
15083,variable,1120666##,"Bombacha Clásica Rip Digital Beige T:34-48",0,
15084,variation,1120666##34,"Bombacha Clásica Rip Digital Beige T:34-48 - 34",0,0
15089,variation,1120666##36,"Bombacha Clásica Rip Digital Beige T:34-48 - 36",0,0
15090,variation,1120666##38,"Bombacha Clásica Rip Digital Beige T:34-48 - 38",0,0
15091,variation,1120666##40,"Bombacha Clásica Rip Digital Beige T:34-48 - 40",0,0
15092,variation,1120666##42,"Bombacha Clásica Rip Digital Beige T:34-48 - 42",0,1
15093,variation,1120666##44,"Bombacha Clásica Rip Digital Beige T:34-48 - 44",0,1
15094,variation,1120666##46,"Bombacha Clásica Rip Digital Beige T:34-48 - 46",0,0
15095,variation,1120666##48,"Bombacha Clásica Rip Digital Beige T:34-48 - 48",0,0
15096,variable,1120414##,"Bombacha Térmica Satinada Negra T:34-48",1,
15097,variation,1120414##34,"Bombacha Térmica Satinada Negra T:34-48 - 34",0,0
15102,variation,1120414##36,"Bombacha Térmica Satinada Negra T:34-48 - 36",0,0
15103,variation,1120414##38,"Bombacha Térmica Satinada Negra T:34-48 - 38",1,10
15104,variation,1120414##40,"Bombacha Térmica Satinada Negra T:34-48 - 40",1,7
15105,variation,1120414##42,"Bombacha Térmica Satinada Negra T:34-48 - 42",1,10
15106,variation,1120414##44,"Bombacha Térmica Satinada Negra T:34-48 - 44",1,10
15107,variation,1120414##46,"Bombacha Térmica Satinada Negra T:34-48 - 46",1,12
15108,variation,1120414##48,"Bombacha Térmica Satinada Negra T:34-48 - 48",1,13
15109,variable,1120789##,"Bombacha Cóndor Negra T:34-48",1,
15110,variation,1120789##34,"Bombacha Cóndor Negra T:34-48 - 34",0,0
15116,variation,1120789##36,"Bombacha Cóndor Negra T:34-48 - 36",1,33
15117,variation,1120789##38,"Bombacha Cóndor Negra T:34-48 - 38",1,38
15118,variation,1120789##40,"Bombacha Cóndor Negra T:34-48 - 40",1,17
15119,variation,1120789##42,"Bombacha Cóndor Negra T:34-48 - 42",0,0
15120,variation,1120789##44,"Bombacha Cóndor Negra T:34-48 - 44",0,0
15121,variation,1120789##46,"Bombacha Cóndor Negra T:34-48 - 46",1,10
15122,variation,1120789##48,"Bombacha Cóndor Negra T:34-48 - 48",1,13
15123,variable,1120500##,"Bombacha Jazak Rip Stop Azul T:34-48",1,
15124,variation,1120500##34,"Bombacha Jazak Rip Stop Azul T:34-48 - 34",0,0
15130,variation,1120500##36,"Bombacha Jazak Rip Stop Azul T:34-48 - 36",0,0
15131,variation,1120500##38,"Bombacha Jazak Rip Stop Azul T:34-48 - 38",0,0
15132,variation,1120500##40,"Bombacha Jazak Rip Stop Azul T:34-48 - 40",1,13
15133,variation,1120500##42,"Bombacha Jazak Rip Stop Azul T:34-48 - 42",0,1
15134,variation,1120500##44,"Bombacha Jazak Rip Stop Azul T:34-48 - 44",0,0
15135,variation,1120500##46,"Bombacha Jazak Rip Stop Azul T:34-48 - 46",0,0
15136,variation,1120500##48,"Bombacha Jazak Rip Stop Azul T:34-48 - 48",0,1
15137,variable,1120191##,"Bombacha Jazak Infantería T:34-48",1,
15138,variation,1120191##34,"Bombacha Jazak Infantería T:34-48 - 34",0,0
15143,variation,1120191##36,"Bombacha Jazak Infantería T:34-48 - 36",0,0
15144,variation,1120191##38,"Bombacha Jazak Infantería T:34-48 - 38",1,12
15145,variation,1120191##40,"Bombacha Jazak Infantería T:34-48 - 40",1,3
15146,variation,1120191##42,"Bombacha Jazak Infantería T:34-48 - 42",1,3
15147,variation,1120191##44,"Bombacha Jazak Infantería T:34-48 - 44",0,1
15148,variation,1120191##46,"Bombacha Jazak Infantería T:34-48 - 46",0,1
15149,variation,1120191##48,"Bombacha Jazak Infantería T:34-48 - 48",0,0
15150,variable,4120009##,"Camisa Manga Larga Negra T:34-44",1,
15151,variation,4120009##34,"Camisa Manga Larga Negra T:34-44 - 34",0,1
15153,variation,4120009##36,"Camisa Manga Larga Negra T:34-44 - 36",0,2
15154,variation,4120009##38,"Camisa Manga Larga Negra T:34-44 - 38",1,4
15155,variation,4120009##40,"Camisa Manga Larga Negra T:34-44 - 40",0,2
15156,variation,4120009##42,"Camisa Manga Larga Negra T:34-44 - 42",1,5
15157,variation,4120009##44,"Camisa Manga Larga Negra T:34-44 - 44",0,0
15158,simple,8707024##,"Porta Esposas de Cuero Saque Rápido",0,0
15161,simple,8705019##,"Porta Cargador Simple de Cuero",0,1
15165,simple,8705018##,"Porta Cargador Doble de Cuero",1,8
15169,simple,8705551##,"Porta Cargador Doble Termoformado Negro",1,421
15172,variable,4120800##,"Camisa Manga Corta cuello Solapa Celeste T:34-44",1,
15173,variation,4120800##34,"Camisa Manga Corta cuello Solapa Celeste T:34-44 - 34",1,38
15177,variation,4120800##36,"Camisa Manga Corta cuello Solapa Celeste T:34-44 - 36",1,92
15178,variation,4120800##38,"Camisa Manga Corta cuello Solapa Celeste T:34-44 - 38",1,80
15179,variation,4120800##40,"Camisa Manga Corta cuello Solapa Celeste T:34-44 - 40",1,83
15180,variation,4120800##42,"Camisa Manga Corta cuello Solapa Celeste T:34-44 - 42",1,79
15181,variation,4120800##44,"Camisa Manga Corta cuello Solapa Celeste T:34-44 - 44",1,100
15182,variable,2103217##,"Remera táctica bajo chaleco de combate negro",1,
15183,variation,2103217##XXS,"Remera táctica bajo chaleco de combate negro - XXS",0,0
15189,variation,2103217##XS,"Remera táctica bajo chaleco de combate negro - XS",1,12
15190,variation,2103217##S,"Remera táctica bajo chaleco de combate negro - S",1,15
15191,variation,2103217##M,"Remera táctica bajo chaleco de combate negro - M",1,6
15192,variation,2103217##L,"Remera táctica bajo chaleco de combate negro - L",1,11
15193,variation,2103217##XL,"Remera táctica bajo chaleco de combate negro - XL",1,11
15194,variation,2103217##XXL,"Remera táctica bajo chaleco de combate negro - XXL",1,18
15195,variable,2101202##,"Chomba Polo Manga Corta Blanca T:XXS-XXL",1,
15196,variation,2101202##XXS,"Chomba Polo Manga Corta Blanca T:XXS-XXL - XXS",0,1
15197,variation,2101202##XS,"Chomba Polo Manga Corta Blanca T:XXS-XXL - XS",1,3
15198,variation,2101202##S,"Chomba Polo Manga Corta Blanca T:XXS-XXL - S",1,7
15202,variation,2101202##M,"Chomba Polo Manga Corta Blanca T:XXS-XXL - M",1,4
15203,variation,2101202##L,"Chomba Polo Manga Corta Blanca T:XXS-XXL - L",1,6
15204,variation,2101202##XL,"Chomba Polo Manga Corta Blanca T:XXS-XXL - XL",1,4
15205,variation,2101202##XXL,"Chomba Polo Manga Corta Blanca T:XXS-XXL - XXL",1,8
15206,simple,2401806##,"Chaleco Israeli Halcón",1,4
15212,variable,8708112##,"Chaleco Funda Balística Completa",1,
15213,variation,8708112##S,"Chaleco Funda Balística Completa - S",1,4
15214,variation,8708112##M,"Chaleco Funda Balística Completa - M",1,7
15215,variation,8708112##L,"Chaleco Funda Balística Completa - L",1,10
15216,variation,8708112##XL,"Chaleco Funda Balística Completa - XL",1,26
15217,variation,8708112##XXL,"Chaleco Funda Balística Completa - XXL",1,16
15218,variable,2401100##,"Chaleco Táctico de Transporte y Cinturón Americano",0,
15219,variation,2401100##S,"Chaleco Táctico de Transporte y Cinturón Americano - S",0,0
15223,variation,2401100##M,"Chaleco Táctico de Transporte y Cinturón Americano - M",0,1
15224,variation,2401100##L,"Chaleco Táctico de Transporte y Cinturón Americano - L",0,0
15225,variation,2401100##XL,"Chaleco Táctico de Transporte y Cinturón Americano - XL",0,1
15226,variable,2401022##,"Chaleco de Transporte",1,
15227,variation,2401022##S,"Chaleco de Transporte - S",1,21
15231,variation,2401022##M,"Chaleco de Transporte - M",1,18
15232,variation,2401022##L,"Chaleco de Transporte - L",1,10
15233,variation,2401022##XL,"Chaleco de Transporte - XL",1,55
15234,variation,2401022##XXL,"Chaleco de Transporte - XXL",1,28
15235,variable,2101495##,"Remera Manga Corta con Cierre Azul T:XXS-XXL",1,
15236,variation,2101495##XXS,"Remera Manga Corta con Cierre Azul T:XXS-XXL - XXS",1,14
15238,variation,2101495##XS,"Remera Manga Corta con Cierre Azul T:XXS-XXL - XS",1,37
